Feature.ID	111_R_unmap_paired	105_R_unmap_paired	110_R_unmap_paired	112_R_unmap_paired	121_R_unmap_paired	122_R_unmap_paired	123_R_unmap_paired	135_R_unmap_paired	140_R_unmap_paired	146_R_unmap_paired	152_R_unmap_paired	157_R_unmap_paired	158_R_unmap_paired	159_R_unmap_paired	164_R_unmap_paired	165_R_unmap_paired	169_R_unmap_paired	170_R_unmap_paired	176_R_unmap_paired	181_R_unmap_paired	182_R_unmap_paired	188_R_unmap_paired	98_R_unmap_paired	99_R_unmap_paired	100_R_unmap_paired	117_R_unmap_paired	129_R_unmap_paired	133_R_unmap_paired	134_R_unmap_paired	141_R_unmap_paired	145_R_unmap_paired	147_R_unmap_paired	153_R_unmap_paired	171_R_unmap_paired	177_R_unmap_paired	183_R_unmap_paired	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
44493dddd4db7e17b7903f3f26de1e105e76ba6d	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pulvinula;s__unidentified	Pulvinula	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Possible	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))
4a01c2b8105efefb9e982917037411be13cdea02	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe	Inocybe	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	Sensu stricto (Matheny 2009).	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Matheny PB. 2009. McIlvainea 18:11-21 ((https://namyco.org/docs/3_Matheny.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))
5abfc7d55585e327e3f3668a8a110fe15b1e1e96	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys	Byssochlamys	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
69968ad5bbb00ba2aedccfd8c4f0692f7f423a5d	3	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__unidentified	Sebacina	13	Symbiotroph	Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph	NULL	NULL	Possible	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)); Weiß, et al. 2016. New Phytologist 211;20-40 ((https://doi.org/10.1111/nph.13977)) (various guilds)
6d06ba2df9001118d945f92e22a4433c22a653af	0	0	1	1	1	0	0	1	1	1	0	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pleurotaceae;g__Pleurotus;s__unidentified	Pleurotus	13	Pathotroph-Saprotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Agaricoid	White Rot	Probable	This genus is known to be nematophagous, capturing and consuming nematodes.	James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
751187542c2fbe6d40827687007da3e392b84ef1	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Gomphales;f__Gomphaceae;g__Ramaria	Ramaria	13	Symbiotroph	Ectomycorrhizal	Clavarioid	NULL	Possible	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) (as ECM)
7a698536fbd11c60fae0762de0455eb36b81883d	4	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	Penicillium	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Microfungus	Soft Rot	Highly Probable	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
91926c194cff0e49c940cf21446f1c140732b2c1	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__unidentified;s__unidentified	Russulaceae	9	Symbiotroph	Ectomycorrhizal	Agaricoid-Corticioid-Gasteroid-Secotioid	NULL	Probable	The genera Lactarius, Lactifluus, Multifurca and Russula form a mutualistic ectomycorrhizal root symbiosis with trees and shrubs, while the corticioid species in Boidinia, Gloeopeniophorella, and Pseudoxenasma are saprotrophic, wood-degrading fungi.	Larsson E, K-H Larsson. 2003. Mycologia 95:1037-1065 ((https://doi.org/10.2307/3761912))
9ecd34dc99ddd3664f68d76653740c986d8f5f41	0	1	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma	Trichoderma	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Probable	Cause of soft-rot (Seehann et al. 1975); Likely opportunistic human pathogen (Irinyi et al. 2015); Endophyte detection method-culture (Busby et al. 2016)	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
c247f346aa06b0a19c493cd66a7196e9f805dcc2	0	1	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	1	0	1	3	0	1	0	0	0	0	1	0	0	0	0	1	0	0	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae	Pyronemataceae	9	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph	Gasteroid-Pezizoid	NULL	Possible	Saprobic on soil, dung or rotten wood or mycorrhizal, some species hypogeous, others associated with fire sites (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
cbd4c111bb25dbe0975d7bc336503a35aac9ae8e	0	2	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_parvispora	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))
deafa665f00ff6be9db3ad91b88b1d5c0563d99b	0	0	0	0	0	0	0	1	0	2	1	1	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	2	0	0	0	1	0	1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Thelephora	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
2f187faeca43f7d003d7f9bd5f656229fd0547c4	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__unidentified	-	-	-	-	-	-	-	Unassigned	-
d772b9962d78999e6734bc3cd74ab55bdddac3b1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__unidentified;g__unidentified;s__unidentified	-	-	-	-	-	-	-	Unassigned	-
04c1b84bf34359982e0fbc4076629087d2fe4940	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__unidentified;g__unidentified;s__unidentified	-	-	-	-	-	-	-	Unassigned	-
14789317ce0dfacf2c9de5bfb01da91de15834e5	0	0	0	0	1	1	2	0	1	1	0	0	0	0	1	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	1	0	0	0	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	-	-	-	-	-	-	-	Unassigned	-
518d951075e2fadf540a8fdd4646b71c1554ef3b	1	0	0	0	0	0	0	2	1	0	0	0	0	2	0	2	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	-	-	-	-	-	-	-	Unassigned	-
038ebb86534ad57e9b7dd232be325917ad0cb978	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_recondita	Russula	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))
059a7de62cff6fc853445f137c2add7e259b734b	5	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula	Russula	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))
0a8f22f847ee7e538605d1a8f869f9fc6239e708	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	3	1	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
0f7a8f9958437843fa0686d173246c760e71100e	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Cephalotrichum	Microascaceae	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Possible	Saprobic in soil or rotting vegetation, some species heat-tolerant and associatated with silage and compost, a few associated with humans and animals (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
0fb2e48b99e80351a94c04e057a5cb9472c8dc92	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae;g__Gymnopus	Omphalotaceae	9	Saprotroph	Wood Saprotroph	Agaricoid	White Rot	Probable	Saprobic, causing white rots of dead wood (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
1628503d09afc8fa52aa3e95fe648e87ae8266e2	0	0	0	2	0	0	0	0	7	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula	Russula	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))
1b281230a3cd4475c55143b44e0667fad07bf100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Pachyphlodes;s__Pachyphlodes_carnea	Pezizaceae	9	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph	Pezizoid	NULL	Possible	Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
1b88ad578a9a0e208817095386f5ba816fe35b74	0	2	0	0	2	1	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae	Clavicipitaceae	9	Pathotroph-Symbiotroph	Endophyte-Epiphyte-Fungal Parasite-Insect Parasite	Microfungus	NULL	Possible	Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
1c779c6251ae1ddea0eda3e4df665085647237b0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__unidentified	Russula	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))
21ebbcb6571621919412a0ff3ec3e65f641893f2	1	0	1	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	k__Fungi;p__Basidiomycota;c__Dacrymycetes;o__Dacrymycetales;f__Dacrymycetaceae;g__Calocera	Calocera	13	Saprotroph	Wood Saprotroph	Clavarioid	Brown Rot	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Nagy LG, et al. 2016. Molecular Biology and Evolution 33:959-970 ((https://doi.org/10.1093/molbev/msv337))
21f6e8515b115241b03a2bc1ab2c522a4b67f6eb	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Stephanosporaceae	Stephanosporaceae	9	Saprotroph	Plant Saprotroph-Wood Saprotroph	Corticioid-Gasteroid	NULL	Probable	On the ground, associated with rotten wood or plant debris (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
2589050948baa50f6371fca1b48e01179d6ddae6	0	0	0	1	1	0	2	0	3	0	0	0	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__unidentified	Sebacina	13	Symbiotroph	Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph	NULL	NULL	Possible	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)); Weiß, et al. 2016. New Phytologist 211;20-40 ((https://doi.org/10.1111/nph.13977)) (various guilds)
2dce7b578ea0a477903c75bce88100f4466a9981	0	0	1	0	0	0	4	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__unidentified	Inocybe	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	Sensu stricto (Matheny 2009).	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Matheny PB. 2009. McIlvainea 18:11-21 ((https://namyco.org/docs/3_Matheny.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))
3064a0be9672a90618051ab8526b42afda4fa5a0	0	1	0	0	0	0	1	4	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys	Byssochlamys	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
30e933629ed6d71f5bf07a802131e82d3d246cec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellaceae;g__Craterellus	Craterellus	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))
31dbc03bd822d74bd18aa1b8f0cc9ee23f1772ab	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__unidentified	Sebacina	13	Symbiotroph	Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph	NULL	NULL	Possible	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)); Weiß, et al. 2016. New Phytologist 211;20-40 ((https://doi.org/10.1111/nph.13977)) (various guilds)
4b2ec1d6afd2970e409503f7117b48f1399f95b8	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	3	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Humaria;s__unidentified	Pyronemataceae	9	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph	Gasteroid-Pezizoid	NULL	Possible	Saprobic on soil, dung or rotten wood or mycorrhizal, some species hypogeous, others associated with fire sites (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
4e09b00b4f8b53128ace175adf53f87005aa5df7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	1	0	0	4	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__unidentified	Russula	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))
5d78d9f0a4d532682896822c92e910dd10e8cd88	1	0	4	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	Penicillium	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Microfungus	Soft Rot	Highly Probable	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
64a8370c2e8490dbf278e458e09f51ab0283db38	0	1	1	1	1	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Cuphophyllus;s__Cuphophyllus_virgineus	Cuphophyllus	13	Saprotroph-Symbiotroph	Undefined Saprotroph-Undefined Symbiotroph	Agaricoid	NULL	Highly Probable	Previously classified as Hygrocybe; carbon signature suggests biotrophy with bryophytes, grasses, or understory plants (Seitzman et al. 2011)	Seitzman BH, et al. 2011. Mycologia 103:280-290 ((https://doi.org/10.3852/10-195)); Lodge J., et al. 2014. Fungal Diversity 64:1-99 ((https://doi.org/10.1007/s13225-013-0259-0)); Lodge J. 2014. Omphalina 5:2-6 ((https://www.fs.fed.us/nrs/pubs/jrnl/2014/nrs_2014_lodge_001.pdf))
