#OTU ID	kraken_fungi_100_report_bracken	kraken_fungi_105_report_bracken	kraken_fungi_110_report_bracken	kraken_fungi_111_report_bracken	kraken_fungi_112_report_bracken	kraken_fungi_117_report_bracken	kraken_fungi_121_report_bracken	kraken_fungi_122_report_bracken	kraken_fungi_123_report_bracken	kraken_fungi_129_report_bracken	kraken_fungi_133_report_bracken	kraken_fungi_134_report_bracken	kraken_fungi_135_report_bracken	kraken_fungi_140_report_bracken	kraken_fungi_141_report_bracken	kraken_fungi_145_report_bracken	kraken_fungi_146_report_bracken	kraken_fungi_147_report_bracken	kraken_fungi_152_report_bracken	kraken_fungi_153_report_bracken	kraken_fungi_157_report_bracken	kraken_fungi_158_report_bracken	kraken_fungi_159_report_bracken	kraken_fungi_164_report_bracken	kraken_fungi_165_report_bracken	kraken_fungi_169_report_bracken	kraken_fungi_170_report_bracken	kraken_fungi_171_report_bracken	kraken_fungi_176_report_bracken	kraken_fungi_177_report_bracken	kraken_fungi_181_report_bracken	kraken_fungi_182_report_bracken	kraken_fungi_183_report_bracken	kraken_fungi_188_report_bracken	kraken_fungi_98_report_bracken	kraken_fungi_99_report_bracken	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
5207	1713.0	2018.0	1784.0	2138.0	1683.0	2236.0	2056.0	1987.0	1871.0	1979.0	1538.0	1998.0	2196.0	1786.0	1910.0	2075.0	2210.0	1872.0	1755.0	2131.0	1716.0	2016.0	1699.0	2071.0	2145.0	2022.0	2046.0	1763.0	2263.0	1563.0	1984.0	1761.0	1655.0	1993.0	1813.0	2082.0	k__Eukaryota; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Cryptococcaceae; g__Cryptococcus; s__neoformans	Cryptococcus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Undefined Saprotroph	Dimorphic Yeast	NULL	Possible	NULL	Andrews JH, et al. 1983. Phytopathology 73:228-234 ((https://doi.org/10.1094/Phyto-73-228)); Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)
36050	1402.0	2007.0	1533.0	2102.0	1566.0	1945.0	2032.0	1911.0	1528.0	1806.0	1413.0	2101.0	2029.0	1556.0	1668.0	1624.0	2026.0	1667.0	1688.0	2024.0	1724.0	2026.0	1537.0	2261.0	2417.0	1703.0	1798.0	1544.0	2053.0	1258.0	1907.0	1565.0	1515.0	1721.0	1496.0	1668.0	k__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__poae	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	NULL	Possible	Likely opportunistic human pathogen (Irinyi et al. 2015)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
1042133	1387.0	1882.0	1661.0	1858.0	1562.0	1955.0	2093.0	1977.0	1588.0	1801.0	1338.0	2173.0	1803.0	1769.0	1472.0	1828.0	1976.0	1538.0	1566.0	2015.0	1602.0	1753.0	1530.0	1839.0	2517.0	1804.0	1771.0	1491.0	2033.0	1405.0	2087.0	1604.0	1447.0	1883.0	1567.0	1851.0	k__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__musae	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	NULL	Possible	Likely opportunistic human pathogen (Irinyi et al. 2015)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
117187	1147.0	2075.0	1360.0	1961.0	1421.0	1834.0	2232.0	1874.0	1357.0	1776.0	1337.0	1994.0	1906.0	1700.0	1562.0	1505.0	2101.0	1605.0	1653.0	2296.0	1455.0	2084.0	1169.0	2209.0	2556.0	1737.0	2045.0	1352.0	1822.0	1090.0	1809.0	1509.0	1309.0	1505.0	1436.0	1545.0	k__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__verticillioides	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	NULL	Possible	Likely opportunistic human pathogen (Irinyi et al. 2015)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
5127	1275.0	1731.0	1527.0	1811.0	1476.0	1829.0	1708.0	1523.0	1430.0	1575.0	1284.0	1915.0	1750.0	1662.0	1618.0	1533.0	1829.0	1387.0	1562.0	1841.0	1467.0	1727.0	1431.0	1836.0	1895.0	1597.0	1707.0	1493.0	1796.0	1160.0	1766.0	1442.0	1286.0	1651.0	1433.0	1549.0	k__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__fujikuroi	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	NULL	Possible	Likely opportunistic human pathogen (Irinyi et al. 2015)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
381046	1235.0	1682.0	1470.0	1601.0	1196.0	1628.0	1370.0	1404.0	1463.0	1480.0	1274.0	1387.0	1307.0	1402.0	1380.0	1715.0	1490.0	1316.0	1240.0	1494.0	1508.0	1405.0	1178.0	1380.0	1515.0	1556.0	1609.0	1343.0	1544.0	1155.0	1689.0	1339.0	1299.0	1396.0	1380.0	1546.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Lachancea; s__thermotolerans	Lachancea	13	Pathotroph	Animal Pathogen	Yeast	NULL	Possible	Likely opportunistic human pathogen (Irinyi et al. 2015; see L. fermentati)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
5007	1231.0	1709.0	1254.0	1551.0	1180.0	1665.0	1408.0	1481.0	1421.0	1506.0	1262.0	1228.0	1352.0	1414.0	1325.0	1705.0	1524.0	1298.0	1340.0	1471.0	1398.0	1483.0	1168.0	1391.0	1452.0	1658.0	1568.0	1293.0	1545.0	1204.0	1512.0	1223.0	1222.0	1446.0	1279.0	1409.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Brettanomyces; s__bruxellensis	-	-	-	-	-	-	-	Unassigned	-
5518	940.0	1309.0	1105.0	1363.0	1004.0	1295.0	1384.0	1198.0	1076.0	1157.0	847.0	1270.0	1321.0	1101.0	1107.0	1119.0	1354.0	982.0	1146.0	1402.0	1156.0	1250.0	1026.0	1347.0	1515.0	1140.0	1201.0	1001.0	1308.0	823.0	1296.0	1035.0	1082.0	1207.0	1041.0	1121.0	k__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__graminearum	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	NULL	Possible	Likely opportunistic human pathogen (Irinyi et al. 2015)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
1005962	988.0	1166.0	1051.0	1223.0	954.0	1261.0	1050.0	1080.0	1051.0	1113.0	938.0	1075.0	1126.0	1015.0	1008.0	1151.0	1153.0	1026.0	940.0	1086.0	1004.0	1033.0	952.0	983.0	1204.0	1126.0	1142.0	1129.0	1187.0	859.0	1183.0	1022.0	995.0	1121.0	949.0	1051.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Ogataea; s__parapolymorpha	-	-	-	-	-	-	-	Unassigned	-
796027	729.0	1051.0	822.0	1036.0	1031.0	1212.0	1186.0	900.0	965.0	947.0	714.0	1041.0	1131.0	1002.0	866.0	923.0	1042.0	834.0	1001.0	1070.0	936.0	1072.0	939.0	1183.0	1270.0	984.0	1023.0	794.0	1321.0	758.0	1083.0	832.0	941.0	971.0	819.0	918.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Trichomonascaceae; g__Sugiyamaella; s__lignohabitans	-	-	-	-	-	-	-	Unassigned	-
42374	580.0	1062.0	650.0	1012.0	809.0	1031.0	1016.0	1067.0	732.0	962.0	558.0	1135.0	1011.0	1068.0	741.0	822.0	960.0	759.0	930.0	1120.0	915.0	935.0	914.0	1086.0	990.0	813.0	828.0	618.0	1298.0	682.0	1192.0	533.0	575.0	690.0	697.0	868.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Candida; s__dubliniensis	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Dimorphic Yeast	NULL	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))
588726	727.0	878.0	786.0	1045.0	768.0	913.0	893.0	798.0	899.0	942.0	696.0	908.0	918.0	802.0	843.0	971.0	923.0	709.0	772.0	940.0	796.0	765.0	811.0	887.0	825.0	871.0	921.0	867.0	984.0	704.0	975.0	739.0	866.0	852.0	788.0	808.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania; s__naganishii	-	-	-	-	-	-	-	Unassigned	-
48254	722.0	732.0	673.0	802.0	689.0	832.0	806.0	706.0	753.0	733.0	635.0	687.0	734.0	736.0	795.0	827.0	825.0	627.0	699.0	840.0	696.0	757.0	724.0	716.0	792.0	774.0	724.0	712.0	881.0	686.0	746.0	739.0	687.0	801.0	674.0	807.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Torulaspora; s__globosa	-	-	-	-	-	-	-	Unassigned	-
27289	529.0	731.0	487.0	880.0	655.0	790.0	739.0	712.0	556.0	755.0	489.0	807.0	707.0	708.0	678.0	703.0	717.0	465.0	755.0	780.0	715.0	782.0	649.0	774.0	724.0	631.0	673.0	583.0	824.0	641.0	832.0	522.0	494.0	632.0	619.0	616.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Naumovozyma; s__dairenensis	-	-	-	-	-	-	-	Unassigned	-
5476	443.0	737.0	425.0	884.0	612.0	808.0	669.0	663.0	616.0	720.0	434.0	802.0	653.0	726.0	589.0	534.0	667.0	484.0	701.0	756.0	553.0	744.0	584.0	703.0	826.0	527.0	604.0	466.0	737.0	466.0	1203.0	449.0	448.0	526.0	442.0	583.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Candida; s__albicans	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Dimorphic Yeast	NULL	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))
13502	531.0	677.0	526.0	668.0	567.0	693.0	724.0	578.0	514.0	621.0	408.0	604.0	714.0	628.0	621.0	553.0	658.0	567.0	645.0	712.0	599.0	659.0	616.0	661.0	801.0	557.0	617.0	600.0	681.0	545.0	669.0	446.0	444.0	611.0	520.0	570.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Brettanomyces; s__nanus	-	-	-	-	-	-	-	Unassigned	-
4911	488.0	715.0	498.0	695.0	538.0	605.0	643.0	633.0	572.0	642.0	403.0	716.0	673.0	579.0	584.0	581.0	591.0	695.0	590.0	614.0	542.0	682.0	538.0	673.0	642.0	551.0	603.0	490.0	725.0	450.0	668.0	474.0	455.0	508.0	602.0	507.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kluyveromyces; s__marxianus	Kluyveromyces	13	Saprotroph-Symbiotroph	Endophyte-Undefined Saprotroph	Yeast	NULL	Probable	Host - Boraginaceae	James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))
5478	480.0	629.0	443.0	637.0	551.0	669.0	728.0	621.0	529.0	646.0	375.0	614.0	620.0	605.0	522.0	549.0	640.0	487.0	591.0	671.0	492.0	523.0	549.0	621.0	609.0	562.0	562.0	545.0	687.0	515.0	686.0	480.0	456.0	609.0	500.0	529.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Nakaseomyces; s__[Candida] glabrata	-	-	-	-	-	-	-	Unassigned	-
1071379	417.0	613.0	393.0	649.0	530.0	637.0	601.0	563.0	487.0	569.0	334.0	864.0	501.0	625.0	473.0	533.0	537.0	413.0	607.0	637.0	475.0	674.0	486.0	665.0	870.0	501.0	546.0	418.0	640.0	464.0	720.0	404.0	435.0	472.0	460.0	547.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Tetrapisispora; s__blattae	-	-	-	-	-	-	-	Unassigned	-
5059	456.0	559.0	609.0	681.0	468.0	562.0	554.0	530.0	576.0	560.0	388.0	539.0	505.0	595.0	542.0	442.0	501.0	601.0	554.0	585.0	509.0	529.0	486.0	475.0	510.0	518.0	590.0	587.0	619.0	502.0	599.0	547.0	560.0	569.0	470.0	581.0	k__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__flavus	-	-	-	-	-	-	-	Unassigned	-
4924	469.0	504.0	385.0	624.0	548.0	588.0	703.0	542.0	504.0	551.0	430.0	602.0	596.0	629.0	576.0	499.0	594.0	474.0	523.0	567.0	477.0	546.0	543.0	589.0	579.0	495.0	524.0	521.0	630.0	486.0	559.0	533.0	426.0	585.0	471.0	509.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Scheffersomyces; s__stipitis	Scheffersomyces	13	Saprotroph-Symbiotroph	Animal Endosymbiont-Undefined Saprotroph	Yeast	NULL	Highly Probable	Often associated with insects	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)
273371	392.0	639.0	344.0	544.0	556.0	681.0	565.0	614.0	415.0	618.0	329.0	588.0	543.0	566.0	524.0	457.0	582.0	450.0	590.0	624.0	447.0	590.0	490.0	699.0	664.0	531.0	533.0	377.0	673.0	488.0	667.0	371.0	394.0	507.0	413.0	505.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Candida; s__orthopsilosis	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Dimorphic Yeast	NULL	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))
1080349	459.0	505.0	390.0	532.0	484.0	589.0	520.0	476.0	473.0	466.0	384.0	527.0	556.0	478.0	445.0	496.0	556.0	440.0	532.0	525.0	442.0	480.0	489.0	564.0	554.0	486.0	540.0	486.0	603.0	423.0	533.0	405.0	404.0	547.0	448.0	438.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__eubayanus	Saccharomyces	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Probable	NULL	James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))
27288	333.0	591.0	344.0	485.0	392.0	645.0	425.0	515.0	334.0	692.0	299.0	519.0	475.0	521.0	383.0	466.0	508.0	354.0	479.0	543.0	426.0	470.0	452.0	555.0	493.0	403.0	474.0	333.0	603.0	345.0	598.0	313.0	306.0	377.0	419.0	383.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Naumovozyma; s__castellii	-	-	-	-	-	-	-	Unassigned	-
45286	366.0	417.0	353.0	470.0	477.0	418.0	473.0	350.0	340.0	483.0	287.0	442.0	478.0	414.0	430.0	427.0	403.0	309.0	501.0	538.0	365.0	450.0	451.0	504.0	511.0	395.0	420.0	341.0	641.0	375.0	481.0	397.0	397.0	426.0	352.0	453.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Eremothecium; s__sinecaudum	Eremothecium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
4909	345.0	479.0	312.0	435.0	387.0	508.0	441.0	405.0	279.0	390.0	278.0	463.0	413.0	456.0	412.0	419.0	420.0	343.0	449.0	526.0	348.0	472.0	389.0	491.0	626.0	420.0	428.0	350.0	485.0	286.0	496.0	274.0	342.0	328.0	370.0	367.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__kudriavzevii	Pichia	13	Pathotroph-Saprotroph-Symbiotroph	Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Yeast	NULL	Probable	Found in wood and digestive systems of the beetle Odontotaenius disjunctus; Likely opportunistic human pathogen (Irinyi et al. 2015)	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); The American Phytopathological Society Common Names of Plant Diseases ((https://www.apsnet.org/edcenter/resources/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))
42260	381.0	403.0	306.0	459.0	415.0	413.0	478.0	434.0	333.0	382.0	306.0	449.0	443.0	462.0	370.0	399.0	422.0	359.0	456.0	536.0	375.0	394.0	351.0	487.0	480.0	364.0	415.0	337.0	521.0	367.0	412.0	319.0	361.0	373.0	340.0	403.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Zygotorulaspora; s__mrakii	-	-	-	-	-	-	-	Unassigned	-
4956	362.0	448.0	289.0	492.0	355.0	452.0	435.0	443.0	367.0	422.0	298.0	530.0	412.0	387.0	390.0	363.0	408.0	305.0	411.0	462.0	394.0	414.0	330.0	458.0	494.0	414.0	408.0	334.0	448.0	307.0	559.0	307.0	299.0	374.0	335.0	347.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Zygosaccharomyces; s__rouxii	Zygosaccharomyces	13	Pathotroph	Plant Pathogen	Facultative Yeast	NULL	Probable	NULL	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
113608	272.0	440.0	253.0	481.0	330.0	470.0	443.0	414.0	286.0	397.0	237.0	519.0	441.0	386.0	339.0	293.0	371.0	334.0	423.0	392.0	375.0	477.0	343.0	442.0	448.0	356.0	324.0	251.0	368.0	286.0	473.0	290.0	250.0	339.0	289.0	349.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Tetrapisispora; s__phaffii	-	-	-	-	-	-	-	Unassigned	-
4932	328.0	361.0	260.0	372.0	345.0	450.0	478.0	326.0	337.0	353.0	212.0	442.0	422.0	371.0	355.0	256.0	374.0	280.0	390.0	395.0	301.0	395.0	380.0	439.0	416.0	339.0	360.0	254.0	459.0	289.0	437.0	260.0	299.0	342.0	282.0	332.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__cerevisiae	Saccharomyces	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Probable	NULL	James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))
45285	294.0	388.0	263.0	439.0	307.0	384.0	376.0	345.0	314.0	332.0	257.0	342.0	418.0	384.0	342.0	362.0	376.0	315.0	367.0	398.0	276.0	373.0	341.0	351.0	421.0	371.0	342.0	326.0	431.0	293.0	439.0	256.0	275.0	317.0	287.0	334.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Eremothecium; s__cymbalariae	Eremothecium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
28985	283.0	337.0	221.0	342.0	272.0	335.0	419.0	338.0	275.0	344.0	221.0	416.0	378.0	320.0	314.0	291.0	321.0	301.0	320.0	346.0	286.0	394.0	328.0	385.0	392.0	311.0	300.0	300.0	453.0	260.0	338.0	251.0	276.0	349.0	249.0	340.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kluyveromyces; s__lactis	Kluyveromyces	13	Saprotroph-Symbiotroph	Endophyte-Undefined Saprotroph	Yeast	NULL	Probable	Host - Boraginaceae	James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))
460519	255.0	331.0	264.0	316.0	326.0	367.0	384.0	329.0	289.0	319.0	209.0	371.0	386.0	346.0	327.0	334.0	341.0	283.0	310.0	374.0	282.0	349.0	327.0	330.0	349.0	298.0	328.0	314.0	400.0	287.0	326.0	294.0	263.0	318.0	224.0	362.0	k__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Phaffomycetaceae; g__Komagataella; s__phaffii	-	-	-	-	-	-	-	Unassigned	-
