OTUID	P6S2T2	P2S1T2	P3S1T3	P5S1T3	P6S2T3	P3S1T2	P1S2T3	P3S2T2	P5S2T1	P3S2T1	P2S1T1	P3S2T3	P5S2T2	P1S1T1	P4S1T3	P2S1T3	P4S1T1	P5S2T3	P1S1T2	P4S2T1	P2S2T1	P4S1T2	P6S1T2	P1S1T3	P4S2T3	P2S2T2	P4S2T2	P6S1T3	P1S2T1	P6S1T1	P2S2T3	P5S1T1	P6S2T1	P1S2T2	P3S1T1	P5S1T2	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
otu48	4	15	18	16	6	19	7	16	10	4	5	18	17	8	1	2	15	12	11	3	10	15	8	29	21	15	7	1	16	4	6	18	3	4	10	9	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Penicillium__Penicillium expansum	Penicillium	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Microfungus	Soft Rot	Highly Probable	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu130	21	31	1	17	58	7	5	14	0	8	0	6	36	16	34	7	1	5	17	2	3	11	7	12	4	2	4	0	14	1	1	11	2	3	4	4	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Clavicipitaceae__Metarhizium__Metarhizium robertsii	Metarhizium	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu198	0	0	2	16	11	7	16	5	3	0	3	8	13	19	8	3	9	6	15	8	6	6	2	34	26	9	4	18	33	4	4	25	21	12	2	9	Eukaryota__Basidiomycota__Microbotryomycetes__Sporidiobolales__Sporidiobolaceae__Rhodotorula__Rhodotorula graminis	Rhodotorula	13	Pathotroph-Saprotroph	Animal Endosymbiont-Animal Pathogen-Endophyte-Plant Pathogen-Undefined Saprotroph	Yeast	NULL	Probable	Opportunistic human pathogen	b'https://www.cdc.gov ((https://www.cdc.gov))'
otu28	2	15	6	9	4	20	3	11	2	9	7	11	8	8	17	20	11	12	7	18	24	14	4	16	13	16	13	11	11	8	0	3	1	18	5	10	Eukaryota__Chytridiomycota__Chytridiomycetes__Spizellomycetales__Spizellomycetaceae__Spizellomyces__Spizellomyces punctatus	Spizellomyces	13	Pathotroph-Saprotroph	Plant Pathogen-Undefined Parasite-Undefined Saprotroph	Microfungus	NULL	Probable	Pollen degrader; Common in the soil and also as parasites of a range of soil organisms and plants (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu147	0	7	0	11	7	8	17	10	8	9	7	35	7	19	10	8	8	8	5	15	14	18	2	13	19	7	20	1	12	0	12	3	0	10	19	12	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Onygenaceae__Uncinocarpus__Uncinocarpus reesii	Uncinocarpus	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu180	0	9	7	6	3	7	9	18	3	15	2	30	21	7	17	2	14	15	4	13	14	16	2	21	11	6	11	0	12	8	12	0	13	12	1	13	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Ajellomycetaceae__Blastomyces__Blastomyces gilchristii	Blastomyces	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Dimorphic Yeast	NULL	Highly Probable	Facultative pathogens that can cause blastomycosis - the fungus lives in the environment, particularly in moist soil and in decomposing matter such as wood and leave (http://www.cdc.gov)	b'Bowman BH, et al. 1992. Molecular Biology and Evolution 9:893-904 ((https://doi.org/10.1093/oxfordjournals.molbev.a040766)); https://www.cdc.gov ((https://www.cdc.gov))'
otu181	0	26	1	6	1	1	4	25	4	4	4	13	9	16	6	3	17	19	11	14	9	33	0	12	54	2	4	0	9	1	1	2	11	2	7	5	Eukaryota__Ascomycota__Dothideomycetes__Capnodiales__Teratosphaeriaceae__Baudoinia__Baudoinia panamericana	Teratosphaeriaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	NULL	NULL	Probable	Includes numerous saprobic, extremophilic, human opportunistic, and plant pathogenic fungi (Quaedvlieg et al. 2014)	b'Quaedvlieg W, et al. 2014. Persoonia 3:31-40 ((https://doi.org/10.3767/003158514X681981))'
otu102	4	10	11	6	1	1	11	18	7	7	10	18	26	12	11	14	6	11	9	6	8	3	0	29	16	1	17	2	13	3	17	16	0	0	1	5	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus clavatus	-	-	-	-	-	-	-	Unassigned	-
otu164	0	14	10	2	2	10	17	10	16	12	9	22	10	14	6	7	17	14	4	10	6	5	15	15	5	11	9	2	17	5	5	1	13	3	2	9	Eukaryota__Basidiomycota__Tremellomycetes__Trichosporonales__Trichosporonaceae__Trichosporon__Trichosporon asahii	Trichosporon	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); https://www.cdc.gov ((https://www.cdc.gov))'
otu65	5	21	4	11	2	9	8	15	0	17	8	20	5	5	3	9	14	1	8	5	9	11	2	10	31	16	10	12	13	5	9	4	1	0	10	11	Eukaryota__Ascomycota__Sordariomycetes__Sordariales__Chaetomiaceae__Chaetomium__Chaetomium thermophilum	-	-	-	-	-	-	-	Unassigned	-
otu55	1	11	25	3	1	22	6	14	1	18	19	10	9	3	7	6	15	3	1	5	3	3	6	17	41	5	7	4	9	2	15	5	6	6	4	10	Eukaryota__Ascomycota__Sordariomycetes__Ophiostomatales__Ophiostomataceae__Grosmannia__Grosmannia clavigera	Grosmannia	13	Pathotroph	Plant Pathogen	NULL	Blue-Staining	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu54	3	11	5	10	6	20	3	11	3	10	1	25	10	13	6	10	4	5	9	8	12	4	6	16	10	6	9	6	12	5	26	4	10	5	5	13	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Clavicipitaceae__Metarhizium__Metarhizium acridum	Metarhizium	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu13	1	3	3	14	4	4	3	5	67	10	9	24	17	5	1	5	10	3	3	2	16	9	8	25	16	4	6	2	6	4	0	3	5	2	8	0	Eukaryota__Unclassified__Unclassified__Unclassified__Unclassified__Mitosporidium__Mitosporidium daphniae	-	-	-	-	-	-	-	Unassigned	-
otu30	1	10	2	13	1	14	13	8	2	8	4	17	7	5	6	4	8	3	14	21	10	5	5	20	5	7	5	9	17	3	17	7	3	11	11	5	Eukaryota__Basidiomycota__Tremellomycetes__Tremellales__Cryptococcaceae__Cryptococcus neoformans species complex__Cryptococcus neoformans	Cryptococcus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Undefined Saprotroph	Dimorphic Yeast	NULL	Possible	NULL	b'Andrews JH, et al. 1983. Phytopathology 73:228-234 ((https://doi.org/10.1094/Phyto-73-228)); Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'
otu46	3	6	3	15	2	10	8	9	13	2	4	14	6	6	10	3	15	2	9	17	6	16	0	14	13	5	29	3	9	3	7	6	2	5	4	7	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Exophiala__Exophiala aquamarina	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Facultative Yeast-Microfungus	NULL	Probable	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
otu33	10	7	1	9	9	2	14	15	1	5	5	15	9	9	2	6	1	6	12	6	1	24	6	2	7	2	16	2	11	8	17	3	15	15	4	7	Eukaryota__Basidiomycota__Ustilaginomycetes__Ustilaginales__Ustilaginaceae__Anthracocystis__Anthracocystis flocculosa	Anthracocystis	13	Pathotroph	Plant Pathogen	Facultative Yeast	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu35	7	31	3	3	4	5	5	6	5	31	7	10	4	6	2	6	6	2	9	4	4	15	10	3	1	5	2	5	18	4	11	23	5	3	7	5	Eukaryota__Basidiomycota__Ustilaginomycetes__Ustilaginales__Ustilaginaceae__Moesziomyces__Moesziomyces antarcticus	Moesziomyces	13	Pathotroph	Plant Pathogen	Facultative Yeast	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu4	6	6	19	14	5	4	8	3	11	6	4	10	14	7	15	0	15	4	14	8	4	5	4	17	12	1	1	4	14	0	5	6	0	12	0	8	Eukaryota__Basidiomycota__Agaricomycetes__Polyporales__Unclassified__Fibroporia__Fibroporia radiculosa	Fibroporia	13	Saprotroph	Wood Saprotroph	Corticioid	Brown Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu145	0	7	8	6	5	20	9	11	8	7	5	20	5	7	0	9	6	5	5	6	5	8	2	8	22	6	6	1	2	1	15	8	7	4	3	9	Eukaryota__Ascomycota__Sordariomycetes__Magnaporthales__Magnaporthaceae__Gaeumannomyces__Gaeumannomyces tritici	Gaeumannomyces	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu184	0	8	11	1	3	2	1	15	0	2	2	28	9	13	3	0	11	1	2	9	3	24	6	22	8	4	12	0	17	0	5	16	7	4	1	4	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Trichocomaceae__Talaromyces__Talaromyces stipitatus	Talaromyces	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu61	22	13	21	9	0	9	10	10	0	0	0	18	21	0	7	0	4	4	0	9	7	14	0	12	6	4	0	0	4	0	9	0	6	0	32	1	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus fumigatus	-	-	-	-	-	-	-	Unassigned	-
otu167	0	7	0	6	6	24	7	14	0	0	0	21	11	6	0	5	4	14	11	11	10	5	0	16	16	14	1	0	0	0	0	7	10	0	3	18	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Unclassified__Coccidioides__Coccidioides immitis	Coccidioides	13	Pathotroph-Saprotroph	Animal Pathogen-Soil Saprotroph	Facultative Yeast	NULL	Highly Probable	Human pathogen causing valley fever (coccidioidomycosis-www.cdc.gov)	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); https://www.cdc.gov ((https://www.cdc.gov))'
otu174	0	12	5	0	2	4	9	3	0	2	5	4	7	0	13	4	11	10	0	19	8	5	0	21	34	5	13	2	0	4	22	0	0	4	12	4	Eukaryota__Ascomycota__Sordariomycetes__Togniniales__Togniniaceae__Phaeoacremonium__Phaeoacremonium minimum	Phaeoacremonium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu72	5	24	0	8	6	14	2	12	6	9	8	8	6	4	7	11	8	6	1	5	9	9	3	10	5	6	4	2	4	1	7	2	8	7	4	7	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Ophiocordycipitaceae__Purpureocillium__Purpureocillium lilacinum	Purpureocillium	13	Pathotroph	Fungal Parasite	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu21	8	10	4	1	6	12	6	10	2	13	4	29	3	6	5	8	10	6	3	1	2	4	6	14	11	8	7	4	3	1	11	0	2	6	3	5	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Hypocreaceae__Trichoderma__Trichoderma reesei	Trichoderma	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Probable	Cause of soft-rot (Seehann et al. 1975); Likely opportunistic human pathogen (Irinyi et al. 2015); Endophyte detection method-culture (Busby et al. 2016)	b'Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu38	1	3	1	1	6	8	10	7	8	5	14	10	16	5	4	12	10	0	9	9	4	4	4	5	9	6	1	9	7	4	15	1	4	7	6	2	Eukaryota__Ascomycota__Sordariomycetes__Sordariales__Lasiosphaeriaceae__Podospora__Podospora anserina	Podospora	13	Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph	Microfungus	NULL	Possible	Endophyte detection method-culture (David et al. 2016)	b'Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739)) (as litter saprotroph)'
otu20	1	4	0	11	4	10	4	10	1	14	3	13	6	5	8	4	3	14	6	16	2	26	7	4	13	3	4	1	8	3	7	0	0	5	2	2	Eukaryota__Basidiomycota__Pucciniomycetes__Pucciniales__Melampsoraceae__Melampsora__Melampsora larici-populina	Melampsora	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	Biotrophic, heteroecious or autoecious - A prominent group of species produces aecia on conifer needles and telia or leaves of Salicaceae (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu179	0	15	0	4	0	16	8	12	4	0	6	4	1	1	0	3	32	3	1	4	6	8	3	4	27	7	8	14	10	4	3	0	0	6	5	3	Eukaryota__Ascomycota__Sordariomycetes__Xylariales__Diatrypaceae__Eutypa__Eutypa lata	Eutypa	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu31	1	3	4	7	4	7	10	11	7	13	6	13	7	2	9	1	9	5	14	8	3	9	3	8	5	4	3	7	6	8	12	3	1	0	7	1	Eukaryota__Mucoromycota__Unclassified__Mucorales__Phycomycetaceae__Phycomyces__Phycomyces blakesleeanus	Phycomyces	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu75	2	5	7	1	4	0	5	14	1	2	8	18	30	8	7	2	10	9	5	8	7	16	4	16	3	1	1	0	3	0	0	2	5	3	6	4	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Trichocomaceae__Talaromyces__Talaromyces marneffei	Talaromyces	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu110	6	14	18	8	0	14	3	4	1	6	4	11	2	0	2	0	6	2	1	5	0	5	2	3	23	3	10	0	4	0	4	34	2	0	11	3	Eukaryota__Ascomycota__Sordariomycetes__Microascales__Microascaceae__Scedosporium__Scedosporium apiospermum	Scedosporium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu63	6	6	4	4	4	7	13	4	6	7	1	10	4	9	9	7	1	3	2	5	6	9	4	13	2	9	6	4	9	6	10	0	2	1	4	5	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Dipodascaceae__Yarrowia__Yarrowia lipolytica	Yarrowia	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Highly Probable	NULL	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'
otu3	2	7	5	7	5	3	2	18	0	5	8	11	7	9	1	7	6	8	5	2	9	9	3	13	5	3	0	0	5	3	14	4	1	6	4	0	Eukaryota__Basidiomycota__Tremellomycetes__Tremellales__Tremellaceae__Tremella__Tremella mesenterica	-	-	-	-	-	-	-	Unassigned	-
otu166	0	5	4	12	0	9	11	7	5	0	0	10	5	5	4	2	2	7	1	7	4	6	5	22	11	0	3	0	11	3	5	9	6	7	5	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Eremothecium__Eremothecium gossypii	Eremothecium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu192	0	23	1	3	1	1	4	8	0	9	11	3	5	0	4	10	11	7	9	10	5	6	3	10	10	1	3	5	5	2	13	0	1	3	2	2	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Pleosporaceae__Bipolaris__Bipolaris maydis	Bipolaris	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu73	1	15	4	0	5	11	7	6	0	28	3	6	4	6	10	6	7	2	7	4	4	6	1	5	3	6	2	0	7	1	3	5	0	5	6	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Candida__Candida tropicalis	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Dimorphic Yeast	NULL	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	b'Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))'
otu122	3	7	7	8	10	4	9	7	5	8	0	5	4	4	6	0	5	5	4	5	3	11	2	16	11	0	6	0	8	6	5	1	4	0	3	0	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Eremothecium__Eremothecium sinecaudum	Eremothecium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu126	1	18	0	3	0	9	4	0	1	3	7	6	1	6	8	2	10	11	3	9	0	3	1	11	31	9	11	0	1	0	6	0	0	0	0	0	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Pleosporaceae__Pyrenophora__Pyrenophora tritici-repentis	Pyrenophora	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu140	7	5	4	13	3	20	9	3	1	6	6	10	1	2	10	2	2	2	5	5	1	3	2	11	13	0	1	0	4	1	0	3	8	4	3	3	Eukaryota__Basidiomycota__Wallemiomycetes__Wallemiales__Unclassified__Wallemia__Wallemia ichthyophaga	Wallemia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu173	0	5	3	2	3	17	5	5	1	1	6	5	4	0	9	1	9	0	6	10	4	20	0	12	25	0	7	0	2	0	2	0	0	4	2	1	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Phialophora__Phialophora attae	Phialophora	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Ericoid Mycorrhizal-Plant Pathogen-Wood Saprotroph	Facultative Yeast-Microfungus	NULL	Possible	Consult the current literature for updated names on this paraphyletic grouping that included the Black Yeasts, Dark Septate Endophytes, etc.	b'Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); de Hoog GS, et al. 2000. Mycoses 43:409-416 ((https://doi.org/10.1111/j.1439-0507.2000.00601.x)); Rinaldi AC, et al. 2008. Fungal Diversity 3:31-45 ((https://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Newsham KK. 2011. New Phytologist 190:783-793 ((https://doi.org/10.1111/j.1469-8137.2010.03611.x)) (as DSE); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu155	0	3	7	6	1	5	4	5	2	10	7	2	1	6	7	9	4	5	2	11	10	5	3	14	8	6	3	4	4	0	5	0	1	3	5	1	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Nectriaceae__Fusarium__Nectria haematococca	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	NULL	Probable	Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
otu157	0	6	0	1	1	7	4	11	0	0	0	4	3	8	2	0	4	9	8	5	3	12	1	9	29	5	5	0	6	3	11	1	0	0	0	11	Eukaryota__Ascomycota__Orbiliomycetes__Orbiliales__Orbiliaceae__Dactylellina__Dactylellina haptotyla	Dactylellina	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu103	1	7	3	0	1	2	9	7	2	6	0	5	2	3	5	9	10	4	4	4	3	6	5	8	3	3	1	6	2	7	9	8	4	12	3	4	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Lachancea__Lachancea lanzarotensis	Lachancea	13	Pathotroph	Animal Pathogen	Yeast	NULL	Possible	Likely opportunistic human pathogen (Irinyi et al. 2015; see L. fermentati)	b'Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))'
otu62	3	0	0	8	14	3	11	5	3	0	1	2	0	4	5	0	0	6	0	1	2	13	5	9	12	1	6	0	11	0	7	2	1	21	7	0	Eukaryota__Ascomycota__Schizosaccharomycetes__Schizosaccharomycetales__Schizosaccharomycetaceae__Schizosaccharomyces__Schizosaccharomyces japonicus	Schizosaccharomyces	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Highly Probable	Fission yeast	b'Nagy LG, et al. 2014. Nature Communications 5:e4471 ((https://doi.org/10.1038/ncomms5471)); James TY, et al. 2006. Nature, 443:818-822 ((James TY, et al. 2006. Nature, 443, 818-822))'
otu185	0	1	2	15	2	0	13	9	0	2	5	20	9	0	2	0	16	0	0	10	0	12	0	12	3	0	5	0	8	0	1	3	10	0	2	0	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Arthrodermataceae__Microsporum__Arthroderma otae	Arthroderma	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	NULL	NULL	Probable	Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); https://www.cdc.gov ((https://www.cdc.gov))'
otu188	0	5	0	4	7	0	2	7	0	3	0	10	4	2	3	6	2	9	14	6	9	8	8	3	8	1	4	0	15	0	2	11	0	7	0	2	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Pichiaceae__Ogataea__Ogataea polymorpha	-	-	-	-	-	-	-	Unassigned	-
